sk_tempo;data;hora;ano;mes;dia;fim_de_semana;data_acidente;dia_semana
2067;2016-03-21;22:01;2016;3;21;Não;2016-03-21;Segunda-feira
2068;2016-03-21;22:50;2016;3;21;Não;2016-03-21;Segunda-feira
2069;2016-03-22;22:16;2016;3;22;Não;2016-03-22;Terça-feira
2070;2016-03-23;16:40;2016;3;23;Não;2016-03-23;Quarta-feira
2071;2016-03-23;19:18;2016;3;23;Não;2016-03-23;Quarta-feira
2072;2016-03-24;08:42;2016;3;24;Não;2016-03-24;Quinta-feira
2073;2016-03-24;08:52;2016;3;24;Não;2016-03-24;Quinta-feira
2074;2016-03-24;14:27;2016;3;24;Não;2016-03-24;Quinta-feira
2075;2016-03-24;16:28;2016;3;24;Não;2016-03-24;Quinta-feira
2076;2016-03-24;16:36;2016;3;24;Não;2016-03-24;Quinta-feira
2077;2016-03-25;10:00;2016;3;25;Não;2016-03-25;Sexta-feira
2078;2016-03-25;12:25;2016;3;25;Não;2016-03-25;Sexta-feira
2079;2016-03-25;18:21;2016;3;25;Não;2016-03-25;Sexta-feira
2080;2016-03-26;20:35;2016;3;26;Sim;2016-03-26;Sábado
2081;2016-03-26;22:51;2016;3;26;Sim;2016-03-26;Sábado
2082;2016-03-27;01:11;2016;3;27;Sim;2016-03-27;Domingo
2083;2016-03-28;07:54;2016;3;28;Não;2016-03-28;Segunda-feira
2084;2016-03-28;15:40;2016;3;28;Não;2016-03-28;Segunda-feira
2085;2016-03-28;17:05;2016;3;28;Não;2016-03-28;Segunda-feira
2086;2016-03-28;17:31;2016;3;28;Não;2016-03-28;Segunda-feira
2087;2016-03-29;19:09;2016;3;29;Não;2016-03-29;Terça-feira
2088;2016-03-29;22:41;2016;3;29;Não;2016-03-29;Terça-feira
2089;2016-03-30;12:25;2016;3;30;Não;2016-03-30;Quarta-feira
2090;2016-03-30;18:12;2016;3;30;Não;2016-03-30;Quarta-feira
2091;2016-03-30;18:19;2016;3;30;Não;2016-03-30;Quarta-feira
2092;2016-03-30;18:34;2016;3;30;Não;2016-03-30;Quarta-feira
2093;2016-03-30;19:21;2016;3;30;Não;2016-03-30;Quarta-feira
2094;2016-03-31;08:07;2016;3;31;Não;2016-03-31;Quinta-feira
2095;2016-03-31;20:22;2016;3;31;Não;2016-03-31;Quinta-feira
2096;2016-03-26;17:33;2016;3;26;Sim;2016-03-26;Sábado
2097;2016-03-09;10:40;2016;3;9;Não;2016-03-09;Quarta-feira
2098;2016-03-15;23:58;2016;3;15;Não;2016-03-15;Terça-feira
2099;2016-03-04;21:33;2016;3;4;Não;2016-03-04;Sexta-feira
2100;2016-03-05;00:59;2016;3;5;Sim;2016-03-05;Sábado
2101;2016-03-06;05:55;2016;3;6;Sim;2016-03-06;Domingo
2102;2016-03-07;10:00;2016;3;7;Não;2016-03-07;Segunda-feira
2103;2016-03-07;12:35;2016;3;7;Não;2016-03-07;Segunda-feira
2104;2016-03-07;23:55;2016;3;7;Não;2016-03-07;Segunda-feira
2105;2016-03-08;21:39;2016;3;8;Não;2016-03-08;Terça-feira
2106;2016-03-09;11:37;2016;3;9;Não;2016-03-09;Quarta-feira
2107;2016-03-11;12:47;2016;3;11;Não;2016-03-11;Sexta-feira
2108;2016-03-11;13:50;2016;3;11;Não;2016-03-11;Sexta-feira
2109;2016-03-11;22:28;2016;3;11;Não;2016-03-11;Sexta-feira
2110;2016-03-15;13:38;2016;3;15;Não;2016-03-15;Terça-feira
2111;2016-03-15;23:26;2016;3;15;Não;2016-03-15;Terça-feira
2112;2016-03-17;08:00;2016;3;17;Não;2016-03-17;Quinta-feira
2113;2016-03-17;14:29;2016;3;17;Não;2016-03-17;Quinta-feira
2114;2016-03-17;17:26;2016;3;17;Não;2016-03-17;Quinta-feira
2115;2016-03-20;12:59;2016;3;20;Sim;2016-03-20;Domingo
2116;2016-03-20;14:04;2016;3;20;Sim;2016-03-20;Domingo
2117;2016-03-21;15:22;2016;3;21;Não;2016-03-21;Segunda-feira
2118;2016-03-23;15:32;2016;3;23;Não;2016-03-23;Quarta-feira
2119;2016-03-26;01:03;2016;3;26;Sim;2016-03-26;Sábado
2120;2016-04-01;05:24;2016;4;1;Não;2016-04-01;Sexta-feira
2121;2016-04-03;13:57;2016;4;3;Sim;2016-04-03;Domingo
2122;2016-04-04;23:48;2016;4;4;Não;2016-04-04;Segunda-feira
2123;2016-04-08;00:05;2016;4;8;Não;2016-04-08;Sexta-feira
2124;2016-04-10;08:18;2016;4;10;Sim;2016-04-10;Domingo
2125;2016-04-11;18:01;2016;4;11;Não;2016-04-11;Segunda-feira
2126;2016-04-13;03:06;2016;4;13;Não;2016-04-13;Quarta-feira
2127;2016-04-16;01:55;2016;4;16;Sim;2016-04-16;Sábado
2128;2016-04-16;02:57;2016;4;16;Sim;2016-04-16;Sábado
2129;2016-04-16;03:56;2016;4;16;Sim;2016-04-16;Sábado
2130;2016-04-17;00:46;2016;4;17;Sim;2016-04-17;Domingo
2131;2016-04-18;14:22;2016;4;18;Não;2016-04-18;Segunda-feira
2132;2016-04-19;11:12;2016;4;19;Não;2016-04-19;Terça-feira
2133;2016-04-19;17:03;2016;4;19;Não;2016-04-19;Terça-feira
2134;2016-04-20;02:31;2016;4;20;Não;2016-04-20;Quarta-feira
2135;2016-04-20;11:15;2016;4;20;Não;2016-04-20;Quarta-feira
2136;2016-04-21;12:25;2016;4;21;Não;2016-04-21;Quinta-feira
2137;2016-04-23;23:34;2016;4;23;Sim;2016-04-23;Sábado
2138;2016-04-29;07:14;2016;4;29;Não;2016-04-29;Sexta-feira
2139;2016-04-04;06:47;2016;4;4;Não;2016-04-04;Segunda-feira
2140;2016-04-09;16:55;2016;4;9;Sim;2016-04-09;Sábado
2141;2016-04-15;11:14;2016;4;15;Não;2016-04-15;Sexta-feira
2142;2016-04-18;20:18;2016;4;18;Não;2016-04-18;Segunda-feira
2143;2016-04-21;16:42;2016;4;21;Não;2016-04-21;Quinta-feira
2144;2016-04-24;11:35;2016;4;24;Sim;2016-04-24;Domingo
2145;2016-04-26;15:18;2016;4;26;Não;2016-04-26;Terça-feira
2146;2016-04-30;08:48;2016;4;30;Sim;2016-04-30;Sábado
2147;2016-04-30;14:38;2016;4;30;Sim;2016-04-30;Sábado
2148;2016-04-30;15:20;2016;4;30;Sim;2016-04-30;Sábado
2149;2016-04-30;15:48;2016;4;30;Sim;2016-04-30;Sábado
2150;2016-04-08;10:26;2016;4;8;Não;2016-04-08;Sexta-feira
2151;2016-04-09;14:18;2016;4;9;Sim;2016-04-09;Sábado
2152;2016-04-11;23:00;2016;4;11;Não;2016-04-11;Segunda-feira
2153;2016-04-13;19:01;2016;4;13;Não;2016-04-13;Quarta-feira
2154;2016-04-17;14:39;2016;4;17;Sim;2016-04-17;Domingo
2155;2016-04-22;02:49;2016;4;22;Não;2016-04-22;Sexta-feira
2156;2016-04-27;11:42;2016;4;27;Não;2016-04-27;Quarta-feira
2157;2016-04-02;08:48;2016;4;2;Sim;2016-04-02;Sábado
2158;2016-04-02;19:48;2016;4;2;Sim;2016-04-02;Sábado
2159;2016-04-03;07:36;2016;4;3;Sim;2016-04-03;Domingo
2160;2016-04-03;12:49;2016;4;3;Sim;2016-04-03;Domingo
2161;2016-04-03;19:27;2016;4;3;Sim;2016-04-03;Domingo
2162;2016-04-04;04:49;2016;4;4;Não;2016-04-04;Segunda-feira
2163;2016-04-04;08:44;2016;4;4;Não;2016-04-04;Segunda-feira
2164;2016-04-04;10:55;2016;4;4;Não;2016-04-04;Segunda-feira
2165;2016-04-04;17:13;2016;4;4;Não;2016-04-04;Segunda-feira
2166;2016-04-05;07:24;2016;4;5;Não;2016-04-05;Terça-feira
2167;2016-04-05;17:18;2016;4;5;Não;2016-04-05;Terça-feira
2168;2016-04-06;06:27;2016;4;6;Não;2016-04-06;Quarta-feira
2169;2016-04-06;10:09;2016;4;6;Não;2016-04-06;Quarta-feira
2170;2016-04-06;17:08;2016;4;6;Não;2016-04-06;Quarta-feira
2171;2016-04-06;22:49;2016;4;6;Não;2016-04-06;Quarta-feira
2172;2016-04-07;17:46;2016;4;7;Não;2016-04-07;Quinta-feira
2173;2016-04-07;20:05;2016;4;7;Não;2016-04-07;Quinta-feira
2174;2016-04-07;21:37;2016;4;7;Não;2016-04-07;Quinta-feira
2175;2016-04-08;00:29;2016;4;8;Não;2016-04-08;Sexta-feira
2176;2016-04-08;08:27;2016;4;8;Não;2016-04-08;Sexta-feira
2177;2016-04-08;08:52;2016;4;8;Não;2016-04-08;Sexta-feira
2178;2016-04-08;09:48;2016;4;8;Não;2016-04-08;Sexta-feira
2179;2016-04-08;09:59;2016;4;8;Não;2016-04-08;Sexta-feira
2180;2016-04-08;11:38;2016;4;8;Não;2016-04-08;Sexta-feira
2181;2016-04-08;20:33;2016;4;8;Não;2016-04-08;Sexta-feira
2182;2016-04-09;08:48;2016;4;9;Sim;2016-04-09;Sábado
2183;2016-04-09;09:01;2016;4;9;Sim;2016-04-09;Sábado
2184;2016-04-09;16:11;2016;4;9;Sim;2016-04-09;Sábado
2185;2016-04-10;09:27;2016;4;10;Sim;2016-04-10;Domingo
2186;2016-04-11;08:48;2016;4;11;Não;2016-04-11;Segunda-feira
2187;2016-04-11;09:33;2016;4;11;Não;2016-04-11;Segunda-feira
2188;2016-04-11;12:07;2016;4;11;Não;2016-04-11;Segunda-feira
2189;2016-04-12;08:46;2016;4;12;Não;2016-04-12;Terça-feira
2190;2016-04-12;11:08;2016;4;12;Não;2016-04-12;Terça-feira
2191;2016-04-12;19:48;2016;4;12;Não;2016-04-12;Terça-feira
2192;2016-04-12;21:15;2016;4;12;Não;2016-04-12;Terça-feira
2193;2016-04-13;00:45;2016;4;13;Não;2016-04-13;Quarta-feira
2194;2016-04-13;08:00;2016;4;13;Não;2016-04-13;Quarta-feira
2195;2016-04-13;14:16;2016;4;13;Não;2016-04-13;Quarta-feira
2196;2016-04-13;15:52;2016;4;13;Não;2016-04-13;Quarta-feira
2197;2016-04-13;18:31;2016;4;13;Não;2016-04-13;Quarta-feira
2198;2016-04-14;20:12;2016;4;14;Não;2016-04-14;Quinta-feira
2199;2016-04-15;05:51;2016;4;15;Não;2016-04-15;Sexta-feira
2200;2016-04-15;11:13;2016;4;15;Não;2016-04-15;Sexta-feira
2201;2016-04-15;12:13;2016;4;15;Não;2016-04-15;Sexta-feira
2202;2016-04-15;16:05;2016;4;15;Não;2016-04-15;Sexta-feira
2203;2016-04-15;17:00;2016;4;15;Não;2016-04-15;Sexta-feira
2204;2016-04-16;10:06;2016;4;16;Sim;2016-04-16;Sábado
2205;2016-04-16;14:36;2016;4;16;Sim;2016-04-16;Sábado
2206;2016-04-17;14:02;2016;4;17;Sim;2016-04-17;Domingo
2207;2016-04-17;15:22;2016;4;17;Sim;2016-04-17;Domingo
2208;2016-04-17;17:49;2016;4;17;Sim;2016-04-17;Domingo
2209;2016-04-18;00:08;2016;4;18;Não;2016-04-18;Segunda-feira
2210;2016-04-18;06:51;2016;4;18;Não;2016-04-18;Segunda-feira
2211;2016-04-18;07:28;2016;4;18;Não;2016-04-18;Segunda-feira
2212;2016-04-18;08:39;2016;4;18;Não;2016-04-18;Segunda-feira
2213;2016-04-18;12:09;2016;4;18;Não;2016-04-18;Segunda-feira
2214;2016-04-18;17:01;2016;4;18;Não;2016-04-18;Segunda-feira
2215;2016-04-18;18:30;2016;4;18;Não;2016-04-18;Segunda-feira
2216;2016-04-18;19:52;2016;4;18;Não;2016-04-18;Segunda-feira
2217;2016-04-18;20:17;2016;4;18;Não;2016-04-18;Segunda-feira
2218;2016-04-19;07:40;2016;4;19;Não;2016-04-19;Terça-feira
2219;2016-04-19;12:29;2016;4;19;Não;2016-04-19;Terça-feira
2220;2016-04-19;14:28;2016;4;19;Não;2016-04-19;Terça-feira
2221;2016-04-19;19:50;2016;4;19;Não;2016-04-19;Terça-feira
2222;2016-04-20;03:55;2016;4;20;Não;2016-04-20;Quarta-feira
2223;2016-04-20;09:08;2016;4;20;Não;2016-04-20;Quarta-feira
2224;2016-04-20;14:43;2016;4;20;Não;2016-04-20;Quarta-feira
2225;2016-04-22;16:19;2016;4;22;Não;2016-04-22;Sexta-feira
2226;2016-04-23;09:46;2016;4;23;Sim;2016-04-23;Sábado
2227;2016-04-23;12:01;2016;4;23;Sim;2016-04-23;Sábado
2228;2016-04-23;13:49;2016;4;23;Sim;2016-04-23;Sábado
2229;2016-04-23;19:05;2016;4;23;Sim;2016-04-23;Sábado
2230;2016-04-21;04:14;2016;4;21;Não;2016-04-21;Quinta-feira
2231;2016-04-22;15:35;2016;4;22;Não;2016-04-22;Sexta-feira
2232;2016-04-24;08:51;2016;4;24;Sim;2016-04-24;Domingo
2233;2016-04-24;19:42;2016;4;24;Sim;2016-04-24;Domingo
2234;2016-04-24;23:09;2016;4;24;Sim;2016-04-24;Domingo
2235;2016-04-25;09:04;2016;4;25;Não;2016-04-25;Segunda-feira
2236;2016-04-25;12:31;2016;4;25;Não;2016-04-25;Segunda-feira
2237;2016-04-25;13:18;2016;4;25;Não;2016-04-25;Segunda-feira
2238;2016-04-25;17:15;2016;4;25;Não;2016-04-25;Segunda-feira
2239;2016-04-25;18:12;2016;4;25;Não;2016-04-25;Segunda-feira
2240;2016-04-25;20:33;2016;4;25;Não;2016-04-25;Segunda-feira
2241;2016-04-25;20:36;2016;4;25;Não;2016-04-25;Segunda-feira
2242;2016-04-26;07:50;2016;4;26;Não;2016-04-26;Terça-feira
2243;2016-04-26;13:39;2016;4;26;Não;2016-04-26;Terça-feira
2244;2016-04-27;10:17;2016;4;27;Não;2016-04-27;Quarta-feira
2245;2016-04-27;14:50;2016;4;27;Não;2016-04-27;Quarta-feira
2246;2016-04-27;15:07;2016;4;27;Não;2016-04-27;Quarta-feira
2247;2016-04-27;16:46;2016;4;27;Não;2016-04-27;Quarta-feira
2248;2016-04-27;17:10;2016;4;27;Não;2016-04-27;Quarta-feira
2249;2016-04-27;18:18;2016;4;27;Não;2016-04-27;Quarta-feira
2250;2016-04-28;10:00;2016;4;28;Não;2016-04-28;Quinta-feira
2251;2016-04-28;12:34;2016;4;28;Não;2016-04-28;Quinta-feira
2252;2016-04-28;17:49;2016;4;28;Não;2016-04-28;Quinta-feira
2253;2016-04-29;07:19;2016;4;29;Não;2016-04-29;Sexta-feira
2254;2016-04-29;08:21;2016;4;29;Não;2016-04-29;Sexta-feira
2255;2016-04-29;09:38;2016;4;29;Não;2016-04-29;Sexta-feira
2256;2016-04-29;10:06;2016;4;29;Não;2016-04-29;Sexta-feira
2257;2016-04-29;14:15;2016;4;29;Não;2016-04-29;Sexta-feira
2258;2016-04-29;18:08;2016;4;29;Não;2016-04-29;Sexta-feira
2259;2016-04-30;13:26;2016;4;30;Sim;2016-04-30;Sábado
2260;2016-04-30;15:24;2016;4;30;Sim;2016-04-30;Sábado
2261;2016-04-30;21:26;2016;4;30;Sim;2016-04-30;Sábado
2262;2016-04-03;14:06;2016;4;3;Sim;2016-04-03;Domingo
2263;2016-04-05;13:51;2016;4;5;Não;2016-04-05;Terça-feira
2264;2016-04-05;14:34;2016;4;5;Não;2016-04-05;Terça-feira
2265;2016-04-08;15:36;2016;4;8;Não;2016-04-08;Sexta-feira
2266;2016-04-09;06:45;2016;4;9;Sim;2016-04-09;Sábado
2267;2016-04-09;09:22;2016;4;9;Sim;2016-04-09;Sábado
2268;2016-04-10;06:17;2016;4;10;Sim;2016-04-10;Domingo
2269;2016-04-11;14:30;2016;4;11;Não;2016-04-11;Segunda-feira
2270;2016-04-11;17:21;2016;4;11;Não;2016-04-11;Segunda-feira
2271;2016-04-12;18:30;2016;4;12;Não;2016-04-12;Terça-feira
2272;2016-04-12;18:53;2016;4;12;Não;2016-04-12;Terça-feira
2273;2016-04-13;08:08;2016;4;13;Não;2016-04-13;Quarta-feira
2274;2016-04-18;13:22;2016;4;18;Não;2016-04-18;Segunda-feira
2275;2016-04-20;09:50;2016;4;20;Não;2016-04-20;Quarta-feira
2276;2016-04-20;19:07;2016;4;20;Não;2016-04-20;Quarta-feira
2277;2016-04-28;09:43;2016;4;28;Não;2016-04-28;Quinta-feira
2278;2016-04-29;12:45;2016;4;29;Não;2016-04-29;Sexta-feira
2279;2016-04-29;18:05;2016;4;29;Não;2016-04-29;Sexta-feira
2280;2016-05-02;11:43;2016;5;2;Não;2016-05-02;Segunda-feira
2281;2016-05-02;12:46;2016;5;2;Não;2016-05-02;Segunda-feira
2282;2016-05-04;14:26;2016;5;4;Não;2016-05-04;Quarta-feira
2283;2016-05-05;08:06;2016;5;5;Não;2016-05-05;Quinta-feira
2284;2016-05-08;16:40;2016;5;8;Sim;2016-05-08;Domingo
2285;2016-05-08;17:38;2016;5;8;Sim;2016-05-08;Domingo
2286;2016-05-08;18:28;2016;5;8;Sim;2016-05-08;Domingo
2287;2016-05-08;19:08;2016;5;8;Sim;2016-05-08;Domingo
2288;2016-05-08;19:22;2016;5;8;Sim;2016-05-08;Domingo
2289;2016-05-08;19:34;2016;5;8;Sim;2016-05-08;Domingo
2290;2016-05-08;19:40;2016;5;8;Sim;2016-05-08;Domingo
2291;2016-05-10;14:52;2016;5;10;Não;2016-05-10;Terça-feira
2292;2016-05-11;23:31;2016;5;11;Não;2016-05-11;Quarta-feira
2293;2016-05-16;23:56;2016;5;16;Não;2016-05-16;Segunda-feira
2294;2016-05-17;14:27;2016;5;17;Não;2016-05-17;Terça-feira
2295;2016-05-18;14:06;2016;5;18;Não;2016-05-18;Quarta-feira
2296;2016-05-18;15:46;2016;5;18;Não;2016-05-18;Quarta-feira
2297;2016-05-20;02:39;2016;5;20;Não;2016-05-20;Sexta-feira
2298;2016-05-21;07:04;2016;5;21;Sim;2016-05-21;Sábado
2299;2016-05-23;09:53;2016;5;23;Não;2016-05-23;Segunda-feira
2300;2016-05-23;20:44;2016;5;23;Não;2016-05-23;Segunda-feira
2301;2016-05-25;18:42;2016;5;25;Não;2016-05-25;Quarta-feira
2302;2016-05-26;22:28;2016;5;26;Não;2016-05-26;Quinta-feira
2303;2016-05-27;11:17;2016;5;27;Não;2016-05-27;Sexta-feira
2304;2016-05-28;19:11;2016;5;28;Sim;2016-05-28;Sábado
2305;2016-05-31;07:00;2016;5;31;Não;2016-05-31;Terça-feira
2306;2016-05-07;13:19;2016;5;7;Sim;2016-05-07;Sábado
2307;2016-05-10;15:07;2016;5;10;Não;2016-05-10;Terça-feira
2308;2016-05-16;18:17;2016;5;16;Não;2016-05-16;Segunda-feira
2309;2016-05-17;20:34;2016;5;17;Não;2016-05-17;Terça-feira
2310;2016-05-18;16:33;2016;5;18;Não;2016-05-18;Quarta-feira
2311;2016-05-24;12:12;2016;5;24;Não;2016-05-24;Terça-feira
2312;2016-05-24;18:32;2016;5;24;Não;2016-05-24;Terça-feira
2313;2016-05-27;11:30;2016;5;27;Não;2016-05-27;Sexta-feira
2314;2016-05-27;12:31;2016;5;27;Não;2016-05-27;Sexta-feira
2315;2016-05-13;10:24;2016;5;13;Não;2016-05-13;Sexta-feira
2316;2016-05-15;21:34;2016;5;15;Sim;2016-05-15;Domingo
2317;2016-05-17;09:18;2016;5;17;Não;2016-05-17;Terça-feira
2318;2016-05-24;22:10;2016;5;24;Não;2016-05-24;Terça-feira
2319;2016-05-27;13:39;2016;5;27;Não;2016-05-27;Sexta-feira
2320;2016-05-28;07:59;2016;5;28;Sim;2016-05-28;Sábado
2321;2016-05-31;19:35;2016;5;31;Não;2016-05-31;Terça-feira
2322;2016-05-01;02:54;2016;5;1;Sim;2016-05-01;Domingo
2323;2016-05-01;06:22;2016;5;1;Sim;2016-05-01;Domingo
2324;2016-05-01;10:29;2016;5;1;Sim;2016-05-01;Domingo
2325;2016-05-01;12:18;2016;5;1;Sim;2016-05-01;Domingo
2326;2016-05-01;13:54;2016;5;1;Sim;2016-05-01;Domingo
2327;2016-05-02;14:21;2016;5;2;Não;2016-05-02;Segunda-feira
2328;2016-05-02;14:36;2016;5;2;Não;2016-05-02;Segunda-feira
2329;2016-05-02;20:47;2016;5;2;Não;2016-05-02;Segunda-feira
2330;2016-05-02;21:00;2016;5;2;Não;2016-05-02;Segunda-feira
2331;2016-05-03;00:06;2016;5;3;Não;2016-05-03;Terça-feira
2332;2016-05-03;14:54;2016;5;3;Não;2016-05-03;Terça-feira
2333;2016-05-03;16:35;2016;5;3;Não;2016-05-03;Terça-feira
2334;2016-05-03;16:42;2016;5;3;Não;2016-05-03;Terça-feira
2335;2016-05-03;19:49;2016;5;3;Não;2016-05-03;Terça-feira
2336;2016-05-04;09:31;2016;5;4;Não;2016-05-04;Quarta-feira
2337;2016-05-04;10:36;2016;5;4;Não;2016-05-04;Quarta-feira
2338;2016-05-04;11:51;2016;5;4;Não;2016-05-04;Quarta-feira
2339;2016-05-05;08:02;2016;5;5;Não;2016-05-05;Quinta-feira
2340;2016-05-05;08:15;2016;5;5;Não;2016-05-05;Quinta-feira
2341;2016-05-05;19:26;2016;5;5;Não;2016-05-05;Quinta-feira
2342;2016-05-06;00:15;2016;5;6;Não;2016-05-06;Sexta-feira
2343;2016-05-06;18:11;2016;5;6;Não;2016-05-06;Sexta-feira
2344;2016-05-06;22:17;2016;5;6;Não;2016-05-06;Sexta-feira
2345;2016-05-07;04:55;2016;5;7;Sim;2016-05-07;Sábado
2346;2016-05-07;09:00;2016;5;7;Sim;2016-05-07;Sábado
2347;2016-05-07;09:02;2016;5;7;Sim;2016-05-07;Sábado
2348;2016-05-07;16:08;2016;5;7;Sim;2016-05-07;Sábado
2349;2016-05-07;16:13;2016;5;7;Sim;2016-05-07;Sábado
2350;2016-05-07;17:17;2016;5;7;Sim;2016-05-07;Sábado
2351;2016-05-07;22:28;2016;5;7;Sim;2016-05-07;Sábado
2352;2016-05-08;03:39;2016;5;8;Sim;2016-05-08;Domingo
2353;2016-05-08;07:18;2016;5;8;Sim;2016-05-08;Domingo
2354;2016-05-08;10:52;2016;5;8;Sim;2016-05-08;Domingo
2355;2016-05-08;12:31;2016;5;8;Sim;2016-05-08;Domingo
2356;2016-05-08;12:47;2016;5;8;Sim;2016-05-08;Domingo
2357;2016-05-08;17:33;2016;5;8;Sim;2016-05-08;Domingo
2358;2016-05-09;18:29;2016;5;9;Não;2016-05-09;Segunda-feira
2359;2016-05-10;07:21;2016;5;10;Não;2016-05-10;Terça-feira
2360;2016-05-10;07:44;2016;5;10;Não;2016-05-10;Terça-feira
2361;2016-05-10;09:07;2016;5;10;Não;2016-05-10;Terça-feira
2362;2016-05-10;11:06;2016;5;10;Não;2016-05-10;Terça-feira
2363;2016-05-10;12:09;2016;5;10;Não;2016-05-10;Terça-feira
2364;2016-05-10;19:23;2016;5;10;Não;2016-05-10;Terça-feira
2365;2016-05-11;07:04;2016;5;11;Não;2016-05-11;Quarta-feira
2366;2016-05-11;07:08;2016;5;11;Não;2016-05-11;Quarta-feira
2367;2016-05-11;16:04;2016;5;11;Não;2016-05-11;Quarta-feira
2368;2016-05-12;10:27;2016;5;12;Não;2016-05-12;Quinta-feira
2369;2016-05-12;13:54;2016;5;12;Não;2016-05-12;Quinta-feira
2370;2016-05-12;14:43;2016;5;12;Não;2016-05-12;Quinta-feira
2371;2016-05-12;15:41;2016;5;12;Não;2016-05-12;Quinta-feira
2372;2016-05-12;22:16;2016;5;12;Não;2016-05-12;Quinta-feira
2373;2016-05-12;23:12;2016;5;12;Não;2016-05-12;Quinta-feira
2374;2016-05-13;19:22;2016;5;13;Não;2016-05-13;Sexta-feira
2375;2016-05-13;21:00;2016;5;13;Não;2016-05-13;Sexta-feira
2376;2016-05-14;10:12;2016;5;14;Sim;2016-05-14;Sábado
2377;2016-05-15;19:29;2016;5;15;Sim;2016-05-15;Domingo
2378;2016-05-16;10:41;2016;5;16;Não;2016-05-16;Segunda-feira
2379;2016-05-16;10:51;2016;5;16;Não;2016-05-16;Segunda-feira
2380;2016-05-16;10:59;2016;5;16;Não;2016-05-16;Segunda-feira
2381;2016-05-18;14:47;2016;5;18;Não;2016-05-18;Quarta-feira
2382;2016-05-19;06:31;2016;5;19;Não;2016-05-19;Quinta-feira
2383;2016-05-19;08:35;2016;5;19;Não;2016-05-19;Quinta-feira
2384;2016-05-19;09:45;2016;5;19;Não;2016-05-19;Quinta-feira
2385;2016-05-19;10:23;2016;5;19;Não;2016-05-19;Quinta-feira
2386;2016-05-19;11:03;2016;5;19;Não;2016-05-19;Quinta-feira
2387;2016-05-19;11:20;2016;5;19;Não;2016-05-19;Quinta-feira
2388;2016-05-19;20:49;2016;5;19;Não;2016-05-19;Quinta-feira
2389;2016-05-20;09:12;2016;5;20;Não;2016-05-20;Sexta-feira
2390;2016-05-20;08:45;2016;5;20;Não;2016-05-20;Sexta-feira
2391;2016-05-20;09:37;2016;5;20;Não;2016-05-20;Sexta-feira
2392;2016-05-20;19:01;2016;5;20;Não;2016-05-20;Sexta-feira
2393;2016-05-21;08:05;2016;5;21;Sim;2016-05-21;Sábado
2394;2016-05-21;10:57;2016;5;21;Sim;2016-05-21;Sábado
2395;2016-05-21;15:17;2016;5;21;Sim;2016-05-21;Sábado
2396;2016-05-22;00:28;2016;5;22;Sim;2016-05-22;Domingo
2397;2016-05-22;09:22;2016;5;22;Sim;2016-05-22;Domingo
2398;2016-05-22;16:11;2016;5;22;Sim;2016-05-22;Domingo
2399;2016-05-23;13:09;2016;5;23;Não;2016-05-23;Segunda-feira
2400;2016-05-23;18:06;2016;5;23;Não;2016-05-23;Segunda-feira
2401;2016-05-23;21:51;2016;5;23;Não;2016-05-23;Segunda-feira
2402;2016-05-23;22:59;2016;5;23;Não;2016-05-23;Segunda-feira
2403;2016-05-24;10:48;2016;5;24;Não;2016-05-24;Terça-feira
2404;2016-05-24;18:36;2016;5;24;Não;2016-05-24;Terça-feira
2405;2016-05-25;08:51;2016;5;25;Não;2016-05-25;Quarta-feira
2406;2016-05-25;12:34;2016;5;25;Não;2016-05-25;Quarta-feira
2407;2016-05-25;17:13;2016;5;25;Não;2016-05-25;Quarta-feira
2408;2016-05-25;18:06;2016;5;25;Não;2016-05-25;Quarta-feira
2409;2016-05-25;19:43;2016;5;25;Não;2016-05-25;Quarta-feira
2410;2016-05-25;20:21;2016;5;25;Não;2016-05-25;Quarta-feira
2411;2016-05-25;22:18;2016;5;25;Não;2016-05-25;Quarta-feira
2412;2016-05-26;11:04;2016;5;26;Não;2016-05-26;Quinta-feira
2413;2016-05-26;16:01;2016;5;26;Não;2016-05-26;Quinta-feira
2414;2016-05-27;11:04;2016;5;27;Não;2016-05-27;Sexta-feira
2415;2016-05-27;17:32;2016;5;27;Não;2016-05-27;Sexta-feira
2416;2016-05-28;07:52;2016;5;28;Sim;2016-05-28;Sábado
2417;2016-05-28;22:09;2016;5;28;Sim;2016-05-28;Sábado
2418;2016-05-29;07:02;2016;5;29;Sim;2016-05-29;Domingo
2419;2016-05-29;07:10;2016;5;29;Sim;2016-05-29;Domingo
2420;2016-05-29;09:54;2016;5;29;Sim;2016-05-29;Domingo
2421;2016-05-29;14:44;2016;5;29;Sim;2016-05-29;Domingo
2422;2016-05-29;20:24;2016;5;29;Sim;2016-05-29;Domingo
2423;2016-05-30;11:30;2016;5;30;Não;2016-05-30;Segunda-feira
2424;2016-05-31;15:05;2016;5;31;Não;2016-05-31;Terça-feira
2425;2016-05-23;16:09;2016;5;23;Não;2016-05-23;Segunda-feira
2426;2016-05-07;08:35;2016;5;7;Sim;2016-05-07;Sábado
2427;2016-05-08;18:19;2016;5;8;Sim;2016-05-08;Domingo
2428;2016-05-09;06:10;2016;5;9;Não;2016-05-09;Segunda-feira
2429;2016-05-14;08:07;2016;5;14;Sim;2016-05-14;Sábado
2430;2016-05-21;09:47;2016;5;21;Sim;2016-05-21;Sábado
