sk_tipo_acidente;causa_acidente;descricao_detalhada
625;Colisão entre veículos;DUAS CIQUENTINHA
626;Colisão entre veículos;COLISÃO ENTRE UM ONIBUS E UMA CINQUENTINHA- C/V
627;Colisão entre veículos;COLISAO DE ONIBUS E CINQUENTINHA COM DUAS VITIMAS
628;Não classificado;UMA CIQUENTINHA VITIMA EMBREAGADA
629;Colisão entre veículos;COLISÃO COM VITIMA- DOIS AUTOS E UMA MOTO
630;Colisão entre veículos;COLISAO ENTRE AUTO E MOTOCICLETA
631;Colisão entre veículos;COLCOM UMA VITIMA JA SOCORRIDA -SET/BR
632;Colisão entre veículos;COLISÃO ENTRE AUTO E MOTO COM DUAS VÍTIMAS
633;Colisão entre veículos;COLISÃO ENVOLVENDO 2AUTOS E UMA MOTO
634;Colisão entre veículos;COLISÃO COM VITIMA-SOCORRIDA PELO SAMU
635;Colisão entre veículos;CARRO E MOTO
636;Colisão entre veículos;AUTO E MOTOCICLETA
637;Colisão entre veículos;COLCOM UMA VITIMA
638;Colisão entre veículos;COLISÃO COM VÍTIMA- AUTO E MOTO
639;Colisão entre veículos;COLISÃO ENTRE AUTO X MOTOCICLETA COM UMA VÍTIMA JÁ SOCORRIDA
640;Colisão entre veículos;COL COM DUAS VITIMA /SET/CD
641;Colisão entre veículos;COLISÃO COM DUAS VÍTIMAS ENTRE DUAS MOTOCICLETAS
642;Colisão entre veículos;COLISÃO ENTRE DUAS MOTOS- C/V
643;Colisão entre veículos;COLISAO AUTO E MOTO COM UMA VITIMA
644;Colisão entre veículos;MOTO E ONIBUS GLOBO
645;Colisão entre veículos;COLISAO DE DUAS MOTOCILETAS
646;Colisão entre veículos;C/V ENTRE MOTO E CAMINHÃO
647;Colisão entre veículos;COLISAO ENTRE MOTO E CAMINHAO
648;Colisão entre veículos;AMBULANCIA E MOTO
649;Colisão entre veículos;COLISAO DE ONIBUS E MOTO COM UMA VITIMA
650;Colisão entre veículos;DUAS MOTOS E ONIBUS
651;Colisão entre veículos;MTO E AUTO
652;Colisão entre veículos;COLISÃO COM VITIMA -ONIBUS E MOTO
653;Colisão entre veículos;COLISÃO COM VITIMA -TAXI E MOTO
654;Colisão entre veículos;COLISÃO ENTRE MOYOCICLETA E AUTO
655;Colisão entre veículos;ONIBUS NE MOTO
656;Colisão entre veículos;COLISÃO ENTRE UMA MOTO E UM ÔNIBUS
657;Colisão entre veículos;COLISÃO COM VITIMA AUTO-PASSEIO E MOTO
658;Colisão entre veículos;COLISÃO DUAS MOTOS
659;Colisão entre veículos;COLISÃO COM VITIMA -
660;Colisão entre veículos;COLISÃO ENTRE DUA MOTOS E UM AUTO
661;Colisão entre veículos;COLISÃO COM VITIMAS-AUTO-PASSEIO E MOTO
662;Colisão entre veículos;COLISÃO ENTRE UMA MOTO E UM ONIBUS
663;Colisão entre veículos;KOMBI DA POLICIA E MOTO
664;Colisão entre veículos;COLISÃO ENTRE AUTO E MOTOCICLETA COM VÍTIMA NO AGUARDO DO SOCORRO
665;Colisão entre veículos;COLISÃO ENTRE AUTO E MOTOCICLETA COM VÍTIMA - BOMBEIROS NO LOCAL
666;Colisão entre veículos;COLISAO ENTRE ONIBUS E MOTO
667;Colisão entre veículos;COLISÃO COM VITIMA ENTRE DUAS MOTOS
668;Colisão entre veículos;COLISAO NTRE MOTO E CAMINHAO
669;Colisão entre veículos;COL C/V SCD
670;Colisão entre veículos;S/V ENTRE AUTO E MOTO
671;Colisão entre veículos;COLISAO DE DOIS AUTOS E UMA MOTO COM UMA VITIMA
672;Colisão entre veículos;CHOQUE DE MOTO COM ARVORE
673;Colisão entre veículos;COLISÃO COM 1 VITIMA A ESPERA DO SAM
674;Colisão entre veículos;AO LADO DIREITO DA PRAÇA DE CASA FORTE
675;Colisão entre veículos;COLISÃO COM VÍTIMA NO AGUARDO DO SOCORRO
676;Colisão entre veículos;COLISÃO ENVOLVENDO AUTO E MOTO
677;Colisão entre veículos;COLISAO DE CAMINHAO E MOTO COM DUAS VITIMAS
678;Colisão entre veículos;MOTO - ONIBUS
679;Atropelamento de pedestre;CAMINHÃO ATROPELOU PEDESTRE- VÍTIMA FATAL
680;Atropelamento de animal;
681;Colisão entre veículos;COLISÃO ENTRE CAMINHÃO E MOTOQUEIRO COM VITIMA FATAL
682;Colisão entre veículos;COLISÃO ENTRE DOIS ONIBUS EMBAIXO DA PASSARELA DA HERCULANO BANDEIRA COM 9 VITIMAS- SAMU NO QTH
683;Colisão entre veículos;01 ONIBUS E 01 AUTO
684;Atropelamento de pedestre;MOTO E PEDESTRE OBS: INSPETOR FERNANDES NO LOCAL
685;Atropelamento de pedestre;AUTO PASSEIO ATROPELOU PEDESTRE
686;Atropelamento de pedestre;VEICULO CHOCOU -SE COM O MURO DE UMA RESIDENCIA ATROPELOU UMA CRIANÇA
687;Atropelamento de pedestre;PEDESTRE E CAMINHÃO *******OBS: VT 13 ESTA NO LOCAL
688;Atropelamento de pedestre;COLC/V SET/SUB
689;Atropelamento de pedestre;ATROPELAMENTO DE IDOSO SOCORRIDO PELO SAMU
690;Atropelamento de pedestre;ATROPELAMENTO COM UMA VITIMA GM ERONILDO NO LOCAL
691;Atropelamento de pedestre;VEÍCULO ATROPELOU MANIFESTANTE QUE FOI SOCORRIDA PELO SAMU
692;Atropelamento de pedestre;BTS JOÃO PAULO E ADILSON RAMOS NO LOCAL
693;Colisão entre veículos;"COLISÃO ENTRE QUATRO AUTO; SEGUINTE DE UM CAPOTAMENTO DE UM DOS VEICULOS"
694;Colisão entre veículos;2AUTOS
695;Colisão entre veículos;CHOQUEDEVEÍCULOCOMMURO
696;Colisão entre veículos;"COLISÃOCOMVITIMA;ONIBUSEAUTO-PASSEIO"
697;Colisão entre veículos;COLISAODEMOTOEDOISAUTOS/V
698;Colisão entre veículos;"PERSEGUIÇÃODAPMPORVEICULOROUBADO;TERMINAEMCOLISÃODE5AUTO;C/V"
699;Colisão entre veículos;CONDUTORPERDEUOCONTROLEDOVEÍCULOESECHOCOUCONTRAAMARGEMDOCANAL
700;Colisão entre veículos;COLISÃOCOM1VITIMA
701;Colisão entre veículos;"COLISÃOENTREONIBUSDATRANCOLEAUTOPASSEIO;C/V"
702;Colisão entre veículos;ONIBUSEAUTO
703;Colisão entre veículos;02AUTOS
704;Colisão entre veículos;DOISAUTO
705;Colisão entre veículos;COLISAOENTREONIBUSEAUTO
706;Colisão entre veículos;CHOQUEDEAUTOCOMPOSTE
707;Colisão entre veículos;COLISÃOCOMVITIMA
708;Colisão entre veículos;COLISAOENTREUMONIBUSEUMAUTO
709;Colisão entre veículos;COLISÃOENTREDOISAUTOSCOMVÍTIMA
710;Colisão entre veículos;COLISAOENTREDOISAUTOS
711;Colisão entre veículos;COLISAOENTREDOISAUTOC/V
712;Colisão entre veículos;COLISÃOENTREDOISAUTOS/V
713;Colisão entre veículos;COLISÃOCOMVÍTIMA
714;Colisão entre veículos;ONIBUSMETROPOLITANAETAXI
715;Colisão entre veículos;COLISÃOENTREUMAUTOPASSEIOCOMUMONIBUS
716;Colisão entre veículos;COLISÃOCOM1VITIMASOCORRIDAPELOSAMU
717;Colisão entre veículos;COLISÃOSEGUIDADECHOQUEEMPOSTEDACELPE
718;Colisão entre veículos;VEICULOCHOCOU-SECOMMURO
719;Colisão entre veículos;VEICULOCHOCOU-SECOMPOSTEDEILUMINAÇÃOPUBLICA
720;Colisão entre veículos;"COLISÃO ENTRE AUTO E CICLISTA; C/V"
721;Atropelamento de pedestre;"VEICULO COLIDIO COM CICLISTA; ONDE A VITIMA JA FOI SOCORRIDA"
722;Atropelamento de pedestre;ATROPELAMENTO DE MOTO COM UM CICLISTA
723;Colisão entre veículos;COLISÃO COM VITIMA A ESPERA DO SAMU ENTRE CICLISTA E AUTO
724;Colisão entre veículos;COLISÃO ENTRE UMA MOTO E UMA BICICLETA COM DUAS VITIMAS JÁ SOCORRIDA PELO SAMU ORIENTADOR NO LOCAL
725;Colisão entre veículos;"SEGUNDO INFORMAÇÕES DE POPULARES; O CONDUTOR DA MOTOCICLETA AVANÇOU O SINAL VERMELHO E COLIDIU NO ÔNIBUS DA CRT."
726;Colisão entre veículos;01 AUTO 01 CINQUENTINHA
727;Colisão entre veículos;"MOTO CHOCOU-SE CONTRA A CALÇADA; COM VITIMA"
728;Colisão entre veículos;COL.C/V
729;Colisão entre veículos;COLISAO ENTRE AUTO E DUAS MOTOS
730;Não classificado;COM UMA VÍTIMA.
731;Colisão entre veículos;COLISAO COM 2 VITIMAS ENTRE AUTO E MOTO
732;Colisão entre veículos;COLISAO DE DUAS MOTOS COM 2 VITIMAS
733;Colisão entre veículos;MOTO CHOCOU-SE CONTRA PLACA DE MADEIRA
734;Não classificado;COLISAO ENTRE ONIBUS E MOTO
735;Não classificado;CAMINHAO E MOTO
736;Colisão entre veículos;COM UMA VÍTIMA. (GM'S JOSENILSON FARIAS E BRITO PONTO FIXO NO LOCAL)
737;Colisão entre veículos;"COL.C/V;SET.CD"
738;Colisão entre veículos;COLISAO CAMINHAO E MOTO
739;Colisão entre veículos;COLISAO DE AUTO E MOTO S/V
740;Capotamento/Tombamento;"COLISÃO ENTRE AUTO E MOTO; SEGUIDA DE UM CAPOTAMENTO. IC NO LOCAL"
741;Colisão entre veículos;"COLISÃO ENTRE UMA AMBULANCIA; UM AUTO E UMA MOTO C/V"
742;Colisão entre veículos;DOIS AUTO E UMA MOTO OBS: VT 12 DA CTTU ESTA NO LOCAL
743;Colisão entre veículos;ONIBUS PEDROSA E MOTO
744;Colisão entre veículos;"01 AUTO 01 MOTO (FOI PASSADO AO CONDUTOR A ENTRAR EM CONTATO COM O 190; PARA GERAR O DELTA). ("
745;Colisão entre veículos;GOL VERMELHO E MOTO
746;Colisão entre veículos;ENTREUM AUTO E UMA MOTO
747;Colisão entre veículos;COLISAO ENTRE MOTO E VAM
748;Colisão entre veículos;COLISAO DE AUTO E MOTO COM VITIMA
749;Colisão entre veículos;AUTO E MOTOCICLETA COM VÍTIMA
750;Colisão entre veículos;MOTO COLIDIU COM O PRISMA DE CONCRETO
751;Colisão entre veículos;COLISAO ENTRE DOIS AUTOS E UMA MOTO COM VITIMA
752;Colisão entre veículos;COL.C//V
753;Colisão entre veículos;ENTRE UMA VIATURA DA POLICIA CIVIL E UMA MOTO
754;Colisão entre veículos;ONIBUS X MOTOCICLETA
755;Colisão entre veículos;ENTRE ÔNIBUS E MOTO.
756;Colisão entre veículos;"COLISÃO ENTRE DUAS MOTOS; SENDO UMA OFICIAL DA PMPE."
757;Colisão entre veículos;TAXI E MOTO
758;Colisão entre veículos;COLISÃO COM VÍTIMA/ SENTIDO CAMARAGIBE/ SAMU NO LOCAL
759;Colisão entre veículos;COLISÃO ENTRE DUAS MOTOS COM VITIMA
760;Colisão entre veículos;ENTRE UM VEICULO E UMA MOTO
761;Colisão entre veículos;UM VEICULO E UMA MOTO
762;Colisão entre veículos;ONIBUS METROPOLITANA E MOTO
763;Colisão entre veículos;AUTO E MOTO AUTO SE EVADIU
764;Colisão entre veículos;"COL.C/V;SET SUB"
765;Colisão entre veículos;02 AUTO 01 MOTO
766;Colisão entre veículos;COLISAO MOTO E TAXI COM UMA VITIMA
767;Colisão entre veículos;MOTO SE CHOCOU COM FERRAGENS DE PALCO QUE SENDO MONTADO PARACARNAVAL
768;Colisão entre veículos;COLISAO DE MOTO E AUTO S/V
769;Colisão entre veículos;COLISAO COM VITIMA ENTRE MOTO E ÔNIBUS
770;Colisão entre veículos;"COLISAO ENTRE AUTO; ONIBUS E MOTO"
771;Colisão entre veículos;ENTRE UM ALTO E UMA MOTO
772;Atropelamento de pedestre;VEICULO SOBE CALÇADA E PEGA PEDESTRE QUEBRANDO MURO DO POSTO
773;Atropelamento de pedestre;atropelamento seguido de capotamento com vitima
774;Atropelamento de pedestre;VEÍCULO SIENA ATROPELOU UMA SENHORA E UMA CRIANÇA
775;Atropelamento de pedestre;ATROPELAMENTO COM 1 VITIMA
776;Atropelamento de pedestre;ATROPELAMENTO BOMBEIRO NO LOCAL
777;Atropelamento de pedestre;VITIMA SOCORRIDA PELO SAMU
778;Atropelamento de pedestre;ATROPELAMENTO DE MOTO COM UMA VITIMA
779;Atropelamento de pedestre;"MOTO E PEDESTRE; VITIMAS JA SOCORRIDAS"
780;Atropelamento de pedestre;ÔNIBUS ATROPELOU PEDESTRE
781;Atropelamento de pedestre;PEDESTRE E MOTO
782;Colisão entre veículos;AUTO E CAMINHAO
783;Colisão entre veículos;COLISÃO ENTRE QUATRO AUTO C/V
784;Colisão entre veículos;"COLISÃO ENTRE DOIS AUTO S/V; OS DOIS CONDUTORES ESTÃO EMBRIAGADO"
785;Colisão entre veículos;"DOIS AUTO; VIATURA 13 JA ESTAR NO LOCAL"
786;Colisão entre veículos;COLISÃO ENTRE DOIS AUTOS S/V
787;Colisão entre veículos;AUTO (CELTA PRATA CHOCOU-SE NO POSTE)
788;Colisão entre veículos;UM AUTO E UMA MOTO // SITUAÇÃO SOLUCIONADA NO LOCAL
789;Colisão entre veículos;AUTO E ÔNIBUS
790;Colisão entre veículos;VEICULO SE CHOCOU COM PREDIO
791;Colisão entre veículos;COLISAO ENTRE DOIS AUTOS C/V
792;Não classificado;DOIS AUTO
793;Colisão entre veículos;COLISÃO ENTRE DOIS AUTOS COM VÍTIMAS
794;Colisão entre veículos;DOIS AUTOS C/ VITIMA
795;Colisão entre veículos;COLISAO ENTRE DOIS AUTO C/V
796;Colisão entre veículos;ENTRE UMONIBUS E UMA MOTO
797;Colisão entre veículos;02 AUTOS
798;Colisão entre veículos;COLISÃO COM 2 VITIMAS ENTRE CICLISTA E AUTO
799;Colisão entre veículos;ATROPELAMENTO DE CICLISTA
800;Colisão entre veículos;01MOTO 01 CINQUENTINHA
801;Colisão entre veículos;MOTOCICLETA 50CC SE ENVOLVEU EM CHOQUE COM ÓBITO
802;Atropelamento de pedestre;ATROPELAMENTO COM DUAS VITIMAS A ESPERA DO SAMU
803;Colisão entre veículos;"COLISAO ENTRE AUTO E MOTO DOS ORIENTADORES;NA INTEGRAÇÃO DA CAXANGA SENTIDO CAMARAGIBE"
804;Colisão entre veículos;COLISÃO COM VÍTIMA/ SAMU NO LOCAL
805;Colisão entre veículos;COLISÃO ENTRE MOTO E ÔNIBUS COM VÍTIMA
806;Colisão entre veículos;COL.C/V GM GRACIANO VT 13 JA NO LOCAL
807;Colisão entre veículos;COL.C/V SET.CD
808;Colisão entre veículos;MOTO CHOCOU-SE EM POSTE
809;Colisão entre veículos;COLISÃO ENTRE MOTO E ONIBUS DA BORBOREMA C/V
810;Colisão entre veículos;COLISAO ENTRE DUAS MOTO
811;Colisão entre veículos;COLISAO DE TAXI E MOTO COM UMA VITIMA
812;Colisão entre veículos;ENRE UM AUTO E UMA MOTO
813;Colisão entre veículos;COLISÃO ENTRE DUAS MOTOS C/V
814;Colisão entre veículos;COLISÃO ENTRE KOMBI E MOTO C/V
815;Colisão entre veículos;COLISÃO ENTRE UM ÔNIBUS E UM MOTO 50 CC
816;Colisão entre veículos;AUTO E MOPTO
817;Atropelamento de pedestre;COLISAO SEGUIDA DE ATROPELAMENTO COM DUAS VITIMAS
818;Colisão entre veículos;COLISAO DE MOTO E TAXI COM UMA VITIMA
819;Colisão entre veículos;colisão com vitima sendo atendida pelos bombeiros
820;Colisão entre veículos;"COLISÃO ENTRE AUTO E MOTO C/V; AS VITIMAS ESTÃO NA FAIXA DO BRT"
821;Colisão entre veículos;MOTO / CAMINHJÃO E AUTO
822;Colisão entre veículos;01MOTO 01 AUTO
823;Colisão entre veículos;CCOLISSÃO COM UMA VITIMA
824;Colisão entre veículos;COLISAO ENTRA AUTO E MOTO
825;Colisão entre veículos;COLISÃO ENTRE MOTO E ÔNIBUS
826;Colisão entre veículos;COLISÃO DE PERCURSO
827;Colisão entre veículos;COLISAO ENTRE AUTOS E MOTOS
828;Colisão entre veículos;COLISAO ENTRE CARRO E UMA MOTO C/V
829;Colisão entre veículos;COLISÃO COM UMA VITIMA SOCORRIDA PELO SAMU
830;Colisão entre veículos;"COL.C/V SET.BOA VIAGEM ;NA PISTA LOCAL"
831;Colisão entre veículos;AUTO E MOTOICLETA COM VÍTIMA
832;Colisão entre veículos;COLISÃO COM 1 VITIMA SOCORRIDA PELO SAMU CONDUTOR DO AUTO PASSEIO EVADIU SE DO LOCAL
833;Colisão entre veículos;ENTRE UMAUTO E UMAMOTO
834;Colisão entre veículos;MOTO / CAMINHAO / AUTO
835;Colisão entre veículos;MOTO CHOCOU -SE COM UMA ÁRVORE ( SEGUNDO INFORMAÇÃO VÍTIMA FATL
836;Colisão entre veículos;COLISÃO COM VITIMAS SOCORRIDAS PELO SAMU
837;Colisão entre veículos;"COLISÃO ENTRE AUTO E MOTO; S/V"
838;Colisão entre veículos;ANTES DA DELEGACIA DO VASCO DA GAMA
839;Colisão entre veículos;COLISAO ENTRE UMA CARRETA E UMA MOTO
840;Atropelamento de animal;"01 CARROÇA TRACÃO ANIMAL; 01 ONIBUS"
841;Colisão entre veículos;CAMINHÃO ESTACIONADO NO MEIO DA VIA. SOB LOMBADA ELETRONICA.
842;Colisão entre veículos;COLISÃO ENTRE DOIS ONIBUS E UM CAMINHÃO
843;Colisão entre veículos;COLISÃO COM VITIMA JÁ SOCORRIDA
844;Atropelamento de animal;CACHORRO
845;Atropelamento de pedestre;ATROPELAMENTO / PEDESTRE
846;Atropelamento de pedestre;COMEÇO DOS CAMAROTES DO GALO (FAIXA DOS ÔNIBUS)
847;Atropelamento de pedestre;ATR.C/V
848;Atropelamento de pedestre;MOTO SHINERAY E PEDESTRE
849;Atropelamento de pedestre;COLISÃO COM 1 VITIMA SOCORRIDA PELO SAMU VT 08 QTH
850;Atropelamento de pedestre;"MOTO E PEDESTRE C/V;"
851;Atropelamento de pedestre;COLISÃO EM SEGUIDA DE ATROPELAMENTO VITIMAS A ESPERA DO SAMU
852;Atropelamento de pedestre;COLISÃO SEGUIDO DE ATROPELAMENTO DE PEDESTRE
853;Colisão entre veículos;COLISAO DE DOIS ONIBUS E DOIS AUTOS S/V
854;Colisão entre veículos;ENTRE DOIS AUTOS
855;Colisão entre veículos;VEICULO SE CHOCOU COM POSTE
856;Colisão entre veículos;COLISÃO ENTRE UM TÁXI E CARRO DO IML
857;Colisão entre veículos;"COLISÃO COM VITIMAS ;JA SOCORRIDA ;BOMBEIROS"
858;Colisão entre veículos;"""COLISÃO COM CONDUTOR ENCARCERADO NO VEICULO"
859;Colisão entre veículos;"COLISÃO COM VITIMAS;BOMBEIROS ACIONADOS"
860;Colisão entre veículos;"COLISÃO ENTRE DOIS AUTO C/V; UM DOS CARROS CAPOTOU NA VIA;"
861;Colisão entre veículos;COLISAO DE DOIS AUTOS S/V
862;Colisão entre veículos;SEM VÍTIMAS.
863;Colisão entre veículos;COLISÃO ENTRE DOIS AUTOS SEM VÍTIMAS
864;Colisão entre veículos;PDT1274 TAXI PCE7341 CAMINHAO EMLURB
865;Colisão entre veículos;VEICULO CHOCOU-SE COM CAVALO ( HOMEM NO CAVALO )
866;Capotamento/Tombamento;VAN PERDEU O CONTROLE E CAPOTOU
867;Colisão entre veículos;AUTO E CICLISTA
868;Colisão entre veículos;CICLISTA SOCORRIDO PELO SAMU
869;Colisão entre veículos;"COL.C/V;SET.SUB"
870;Colisão entre veículos;MOTO E SHINERAY
871;Colisão entre veículos;COLISÃO ENTRE AUTO X BICICLETA
872;Colisão entre veículos;01 MOTO 01 BICICLETA (VT-05 NO LOCAL).
873;Colisão entre veículos;CHOQUE COM VITIMA FATAL
874;Colisão entre veículos;COLISÃO COM 2 VITIMAS SOCORRIDOS PELOS BOMBEIROS
875;Colisão entre veículos;AUTO + MOTO+ ONIBUS
876;Colisão entre veículos;COLISAO ENTRE UM ONIBUS E MOTO
877;Colisão entre veículos;COLISÃO COM DUAS VITIMAS
878;Colisão entre veículos;COLISAO DE MOTO E AUTO E BICICLETA COM UMA VITIMA
879;Colisão entre veículos;COLISAO ENTRE ONIBUS E UMA MOTOCICLETA
880;Colisão entre veículos;COLISÃO AUTO E MOTO C/V
881;Colisão entre veículos;"COLISÃO COM VITIMA;AGUARDANDO SAMU"
882;Colisão entre veículos;ENTRE UM AUTO E UMAMOTO
883;Colisão entre veículos;ENTRE AUTO E MOTOICLETA COM VÍTIMA
884;Colisão entre veículos;COLISAO ENTRE DUAS MOTOS
885;Colisão entre veículos;"COL.C/V;SEDO QUE OS CONDUTORES DESCARECTERIZADA; SET/OLINDA"
886;Colisão entre veículos;COLISAO DE MOTO E KOMBI COM UMA VITIMA
887;Colisão entre veículos;COM UMA VÍTIMAS.
888;Colisão entre veículos;COLISAO DE MOTO COM UMA VITIMA
889;Colisão entre veículos;COLISAO DE AUTO E MOTO COM UAM VITIMA
890;Colisão entre veículos;COLISÃO ENTRE S10 E TITAN FAN COM VÍTIMA
891;Colisão entre veículos;COLISAÕ COM VITIMA
892;Colisão entre veículos;AV SUL
893;Colisão entre veículos;ONIBUS GLOBO E MOTO
894;Colisão entre veículos;COLISAO ENTRE CARROÇA E MOTO / AUTO / CAMINHAO
895;Colisão entre veículos;COLISÃO COM UMA VITIMA
896;Colisão entre veículos;MOTO E CAMINHÃO SENDO QUE UM VEICULO EVADIU-SE DO LOCAL
897;Colisão entre veículos;COLISÃO ENTRE AUTO E DUAS MOTOS
898;Colisão entre veículos;COLISÃO DOIS AUTOS
899;Colisão entre veículos;COLISÃO AUTO E MOTO COM VITIMA
900;Colisão entre veículos;COLISÃO ENTRE ONIBUS DA METROPOLITANA E MOTO C/V
901;Colisão entre veículos;MOTO SE CHOCOU CONTRA MURETA
902;Colisão entre veículos;ÔNIBUS SE CHOCOU COM O MURO DE UM DEPOSITO
903;Atropelamento de pedestre;"VEICULO COLIDIU COM OUTRO; E ACABOU ATROPELANDO UMA PESSOA. UM DOS VEICULOS SE EVADIU DO LOCAL"
904;Atropelamento de pedestre;ATROPELAMENTO VITIMA SOCORRIDA
905;Atropelamento de pedestre;ATROPELAMENTO MOTO/PEDESTRE
906;Atropelamento de pedestre;MOTO ATROPELOU PEDESTRE E A MOTO SE ENCONTRA EMBAIXO DE UM CARRO
907;Atropelamento de pedestre;COM UMA VITIMA JÁ SOCORRIDA PELOS BOMBEIROS
908;Atropelamento de pedestre;ONIBUS E AUTO C/V
909;Atropelamento de pedestre;XX
910;Atropelamento de pedestre;01 MOTO 01 AUTO
911;Atropelamento de pedestre;"ATROPELAMENTO MOTO X PEDESTRE; SOBRE O VIADUTO DO BRT"
912;Atropelamento de pedestre;ATROPELAMRNT COM UMA VITIMA
913;Atropelamento de pedestre;ATROPELAMENTO DUAS PESSOAS
914;Atropelamento de pedestre;AUTO X MOTO
915;Atropelamento de pedestre;ATROPELAMENTO COM UM IDOSO VITIMA
916;Atropelamento de pedestre;ATROPELAMENTO ENVOLVENDO PEDESTRE
917;Atropelamento de pedestre;VEÍCULO DE PLACA PFS8108 HONDA NXR 150
918;Colisão entre veículos;CONDUTOR PERDEU O CONTROLE DO AUTO E CHOCOU-SE CONTRA UM MURO
919;Colisão entre veículos;AUTO E VT DA POLICIA
920;Colisão entre veículos;COLISAO ENTRE AUTO E ONIBUS - MOTORISTA INFORMA QUE CONDUTOR E UM PASSAGEIRO DO AUTO SE EVADIU DO LOCAL
921;Colisão entre veículos;COLISÃO ENTRE TRES AUTOS
922;Colisão entre veículos;COLISÃO ENTRE UM ONIBUS E UM AUTO
923;Colisão entre veículos;COLISÃO SEGUIDO DE UM CAPOTAMENTO COM VITIMAS
924;Colisão entre veículos;ONIBUS E VT POLICIA CIVIL
925;Colisão entre veículos;"CHOQUE COM VITIMA; AGUARDANDO SAMU"
926;Capotamento/Tombamento;02 AUTOS
927;Colisão entre veículos;TRES AUTO VEICULO CAPOTADO DEVIDO A COLISAO
928;Colisão entre veículos;"COLISAO COM CICLISTA; 1 VITIMA A ESPERA DO SAMU"
929;Colisão entre veículos;MOTO E CICLISTA OBS: BATEDORES NO LOCAL MOTO n:30 E 18
930;Atropelamento de pedestre;ATROPELAMENTO DE AUTO COM UM CICLISTA
931;Colisão entre veículos;COLISAO DE AUTO COM CICLISSTA
932;Colisão entre veículos;COLISAO COM CICLISTA
933;Colisão entre veículos;ÔNIBUS E BIKE
934;Colisão entre veículos;SHINERAY CHOCOU-SE CONTRA A DIVISÓRIA FISICA DA PISTA.
935;Colisão entre veículos;CARRETA E MOTO
936;Colisão entre veículos;COLISÃO ENTRE UM GOL E UMA CINQUENTINHA
937;Colisão entre veículos;AUTO X MOTOCICLETA
938;Colisão entre veículos;COM UMA VÍTIMA VT 09 NO LOCAL(SUB. PINA)
939;Colisão entre veículos;"CONDUTORA DE UMA MOTOCICLETA SE CHOCOU CONTRA UM PORTÃO DE UMA EMPRESA; DISTRIBUIDORA JJ; ATINGINDO UM CARRO QUE ESTAVA DENTRO DA GARAGEM DA EMPRESA"
940;Colisão entre veículos;MOTO E ONIBUS
941;Colisão entre veículos;"COLISÃO ENTRE AUTO E MOTO; C/V"
942;Colisão entre veículos;"COLISAO COM VITIMA; AUTO E MOTO"
943;Colisão entre veículos;COLISÃO COM VITIMAS VT 03 NO LOCAL
944;Colisão entre veículos;"COLISAO DUAS MOTOS; COM DUAS VITIMAS"
945;Colisão entre veículos;COM VITIMA
946;Colisão entre veículos;COLISÃO DE ONIBUS COM MOTO
947;Colisão entre veículos;AUTO E MOTO ( LOCAL DESCARACTERIZADO)
948;Colisão entre veículos;COLISAO ENTRE CARRO E MOTO C/V
949;Colisão entre veículos;COLISÃO ENTRE UMTÁXI E UMA MOTO COM VÍTIMA
950;Colisão entre veículos;VIATURA DA POLICIA E MOTO
951;Colisão entre veículos;COLISAO 1 MOTO COM VITIMA
952;Colisão entre veículos;ONIBUS BORBOREMA E MOTO
953;Colisão entre veículos;EMLURB
954;Colisão entre veículos;COM VITIMA SAMU NO LOCAL
955;Colisão entre veículos;COL. C/V
956;Colisão entre veículos;COM UMA VÍTIMA. MOTO JÁ RETIRADA DO LOCAL.
957;Colisão entre veículos;MOTOQUEIRO CHOCOU COM UM CAMINHAO DE LIXO
958;Atropelamento de pedestre;SEGUNDA TRAVESSA DA JOAO DE BARROS
959;Atropelamento de pedestre;VT 03 NO QTH SUB CASSIO / AUTO
960;Atropelamento de pedestre;PEDESTRE E 01 ONIBUS
961;Atropelamento de pedestre;"ATROPELAMENTO ;CONDUTOR COM SINTOMAS DE EMBRIAGUES"
962;Atropelamento de pedestre;CONDUTOR ATROPELOU UM TRANSEUNTE NA AV MANOEL GONÇALVES DA LUZ E SE EVADIU. OS PM'S O PERSEGUIRAM E CONSEGUIRAM ALCANÇÁ-LO NA 21 DE ABRIL. VÍTIMA JÁ SOCORRIDA SEGUNDO O PM QUE REGISTROU A OCORRÊNCIA.
963;Atropelamento de pedestre;COLISÃO COM VÍTIMA
964;Atropelamento de pedestre;AUTO E MOT E PEDESTRE
965;Atropelamento de pedestre;COM DUAS VITIMAS
966;Atropelamento de pedestre;"ATROPELAMENTO MOTO E PEDESTRE; COM 2 VITIMAS; AGUARDANDO SAMU"
967;Atropelamento de pedestre;PEDESTRE E AUTO
968;Atropelamento de pedestre;PEDESTRE A ESPERA DO SAMU
969;Atropelamento de pedestre;ATROPELAMENTO DE ONIBUS BRT E PEDESTRE
970;Colisão entre veículos;COLISÃO DOIS AUTOS COM VÍTIMA
971;Colisão entre veículos;UM AUTO
972;Colisão entre veículos;COLISÃO ENTRE DOIS AUTOS COM 3 VÍTIMASS
973;Não classificado;ART181
974;Não classificado;ART 181
975;Colisão entre veículos;COLISAO ENTRE ONIBUS E AUTO
976;Colisão entre veículos;VEICULO CHOCOU-SE CONTRA UM POSTE
977;Colisão entre veículos;TRATOR E AUTO / COLISAO E ATROPELAMENTO
