X,Y,Z,tipo,data,detalhes,longitude,latitude
-34.929712,-8.07067159999997,0,Motocicleta,18/03/2015,Moto,-34.929712,-8.070672
-34.9267735999999,-8.10962669999998,0,Motocicleta,18/03/2015,Moto,-34.926774,-8.109627
-34.8909687999999,-8.03718789999994,0,Motocicleta,18/03/2015,Moto,-34.890969,-8.037188
-34.8715683999999,-8.052257,0,Motocicleta,19/03/2015,Moto,-34.871568,-8.052257
-34.9556744,-8.05337109999994,0,Motocicleta,19/03/2015,Moto,-34.955674,-8.053371
-34.8981142,-8.059223,0,Motocicleta,19/03/2015,Moto,-34.898114,-8.059223
-34.8979466,-8.05267389999995,0,Motocicleta,19/03/2015,Moto,-34.897947,-8.052674
-34.9079968,-8.07195029999997,0,Motocicleta,21/03/2015,Moto,-34.907997,-8.07195
-34.9115065,-8.05588869999997,0,Motocicleta,21/03/2015,Moto,-34.911506,-8.055889
-34.9278679,-8.04669179999996,0,Motocicleta,21/03/2015,Moto,-34.927868,-8.046692
-34.8843585,-8.0424903,0,Motocicleta,22/03/2015,Moto,-34.884358,-8.04249
-34.9360983,-8.09176349999996,0,Motocicleta,22/03/2015,Moto,-34.936098,-8.091763
-34.8928195,-8.11024669999995,0,Motocicleta,23/03/2015,Moto,-34.892819,-8.110247
-34.8946917,-8.07679949999994,0,Motocicleta,23/03/2015,Moto,-34.894692,-8.076799
-34.9201887999999,-8.06177379999997,0,Motocicleta,24/03/2015,Moto,-34.920189,-8.061774
-34.9073973,-8.01987529999997,0,Motocicleta,25/03/2015,Moto,-34.907397,-8.019875
-34.9233672,-8.05440679999998,0,Motocicleta,25/03/2015,Moto,-34.923367,-8.054407
-34.8970090999999,-8.05294749999996,0,Motocicleta,25/03/2015,Moto,-34.897009,-8.052947
-34.9178365,-8.14128559999995,0,Motocicleta,25/03/2015,Moto,-34.917836,-8.141286
-34.9047351999999,-8.05308419999994,0,Motocicleta,25/03/2015,Moto,-34.904735,-8.053084
-34.8988438,-8.06214029999995,0,Motocicleta,26/03/2015,Moto,-34.898844,-8.06214
-34.9251454999999,-8.05868789999994,0,Motocicleta,26/03/2015,Moto,-34.925145,-8.058688
-34.8755126,-8.04552849999993,0,Motocicleta,26/03/2015,Moto,-34.875513,-8.045528
-34.906818,-8.05379859999994,0,Motocicleta,26/03/2015,Moto,-34.906818,-8.053799
-34.9000803,-8.05617819999998,0,Motocicleta,27/03/2015,Moto,-34.90008,-8.056178
-34.8883777999999,-8.10261109999993,0,Motocicleta,27/03/2015,Moto,-34.888378,-8.102611
-34.8954333,-8.0627737,0,Motocicleta,28/03/2015,Moto,-34.895433,-8.062774
-34.9115977,-8.09493679999997,0,Motocicleta,29/03/2015,Moto,-34.911598,-8.094937
-34.8970735,-8.04458569999997,0,Motocicleta,30/03/2015,Moto,-34.897073,-8.044586
-34.8973002,-8.05486489999993,0,Motocicleta,30/03/2015,Moto,-34.8973,-8.054865
-34.9431243999999,-8.09306469999996,0,Motocicleta,31/03/2015,Moto,-34.943124,-8.093065
-34.8891141,-8.05810089999994,0,Motocicleta,31/03/2015,Moto,-34.889114,-8.058101
