X,Y,Z,tipo,data,detalhes,longitude,latitude
-34.8972022999999,-8.0239177,0,Motocicleta,28/01/2015,Moto,-34.897202,-8.023918
-34.8962124999999,-8.11888329999994,0,Motocicleta,28/01/2015,Moto,-34.896212,-8.118883
-34.8973094999999,-8.06231019999996,0,Motocicleta,29/01/2015,Moto,-34.897309,-8.06231
-34.9602449,-8.02665859999996,0,Motocicleta,29/01/2015,Moto,-34.960245,-8.026659
-34.9093741,-8.07168479999996,0,Motocicleta,29/01/2015,Moto,-34.909374,-8.071685
-34.9422633999999,-8.05885519999993,0,Motocicleta,29/01/2015,Moto,-34.942263,-8.058855
-34.9361962,-8.08954619999997,0,Motocicleta,30/01/2015,Moto,-34.936196,-8.089546
-34.9134108,-8.09483859999995,0,Motocicleta,30/01/2015,Moto,-34.913411,-8.094839
-34.9436903,-8.12249449999996,0,Motocicleta,30/01/2015,Moto,-34.94369,-8.122494
-34.9171016,-8.0266639,0,Motocicleta,31/01/2015,Moto,-34.917102,-8.026664
-34.8898396,-8.008048,0,Motocicleta,31/01/2015,Moto,-34.88984,-8.008048
-34.9183032,-8.07378269999998,0,Motocicleta,31/01/2015,Moto,-34.918303,-8.073783
-34.9357750999999,-8.02074109999995,0,Motocicleta,31/01/2015,Moto,-34.935775,-8.020741
-34.893069,-8.027057,0,Motocicleta,31/01/2015,Moto,-34.893069,-8.027057
-34.9097442999999,-8.068259,0,Ciclomotor,03/01/2015,Ciclomotor,-34.909744,-8.068259
-34.924078,-8.07297539999996,0,Ciclomotor,06/01/2015,Ciclomotor,-34.924078,-8.072975
-34.9406486,-8.03950249999997,0,Ciclomotor,06/01/2015,Ciclomotor,-34.940649,-8.039502
-34.9675511999999,-8.08429879999994,0,Ciclomotor,10/01/2015,Ciclomotor,-34.967551,-8.084299
-34.9131346,-8.14082629999996,0,Ciclomotor,11/01/2015,Ciclomotor,-34.913135,-8.140826
-34.908092,-8.08874949999995,0,Ciclomotor,13/01/2015,Ciclomotor,-34.908092,-8.088749
-34.9235844999999,-8.065922,0,Ciclomotor,14/01/2015,Ciclomotor,-34.923584,-8.065922
-34.9445701,-8.03743089999995,0,Ciclomotor,23/01/2015,Ciclomotor,-34.94457,-8.037431
-34.9293405,-8.06141259999993,0,Ciclomotor,26/01/2015,Ciclomotor,-34.92934,-8.061413
-34.9140143,-8.05417309999996,0,Ciclomotor,26/01/2015,Ciclomotor,-34.914014,-8.054173
-34.8833379,-8.0713262,0,Ciclomotor,28/01/2015,Ciclomotor,-34.883338,-8.071326
-34.8987097,-8.12945129999997,0,Ciclomotor,31/01/2015,Ciclomotor,-34.89871,-8.129451
-34.8873854,-8.06109919999994,0,Ciclista,01/01/2015,Ciclista,-34.887385,-8.061099
-34.9069332999999,-8.07810339999997,0,Ciclista,02/01/2015,Ciclista,-34.906933,-8.078103
-34.8982859,-8.11648289999994,0,Ciclista,08/01/2015,Ciclista,-34.898286,-8.116483
-34.916659,-8.05300459999995,0,Ciclista,18/01/2015,Ciclista,-34.916659,-8.053005
-34.9098516,-8.06894409999995,0,Ciclista,19/01/2015,Ciclista,-34.909852,-8.068944
-34.9195397,-8.120357,0,Ciclista,28/01/2015,Ciclista,-34.91954,-8.120357
-34.9055493,-8.00859779999996,0,Pedestre,05/01/2015,Pedestre,-34.905549,-8.008598
-34.9248263,-8.04848179999993,0,Pedestre,09/01/2015,Pedestre,-34.924826,-8.048482
-34.9219214999999,-8.05188919999995,0,Pedestre,11/01/2015,Pedestre,-34.921921,-8.051889
-34.9004719,-8.02964379999997,0,Pedestre,13/01/2015,Pedestre,-34.900472,-8.029644
-34.8973094999999,-8.062459,0,Pedestre,14/01/2015,Pedestre,-34.897309,-8.062459
-34.8915534999999,-8.11105,0,Pedestre,15/01/2015,Pedestre,-34.891553,-8.11105
-34.8911941,-8.046976,0,Pedestre,15/01/2015,Pedestre,-34.891194,-8.046976
-34.882198,-8.05994669999995,0,Pedestre,16/01/2015,Pedestre,-34.882198,-8.059947
-34.8839520999999,-8.060839,0,Pedestre,16/01/2015,Pedestre,-34.883952,-8.060839
-34.8949115999999,-8.05223439999997,0,Pedestre,16/01/2015,Pedestre,-34.894912,-8.052234
-34.9020758,-8.07932759999994,0,Pedestre,21/01/2015,Pedestre,-34.902076,-8.079328
-34.8866934,-8.05831069999994,0,Pedestre,21/01/2015,Pedestre,-34.886693,-8.058311
-34.8998200999999,-8.07848839999997,0,Pedestre,22/01/2015,Pedestre,-34.89982,-8.078488
