"tipo";"data";"detalhes";"latitude";"longitude"
"Motocicleta";"2015-04-12";"Moto";"-8.0610833";"-34.9231339"
"Motocicleta";"2015-04-12";"Moto";"-8.0621668";"-34.9101466"
"Motocicleta";"2015-04-12";"Moto";"-8.1146347";"-34.8976743"
"Motocicleta";"2015-04-12";"Moto";"-8.0705933";"-34.9282676"
"Motocicleta";"2015-04-12";"Moto";"-8.1407519";"-34.9301183"
"Motocicleta";"2015-04-13";"Moto";"-8.0151742";"-34.8902714"
"Motocicleta";"2015-04-13";"Moto";"-8.1098869";"-34.8890886"
"Motocicleta";"2015-04-13";"Moto";"-8.0314977";"-34.9551004"
"Motocicleta";"2015-04-13";"Moto";"-8.0320966";"-34.9544393"
"Motocicleta";"2015-04-13";"Moto";"-8.0251606";"-34.930172"
"Motocicleta";"2015-04-13";"Moto";"-8.0613967";"-34.9059677"
"Motocicleta";"2015-04-13";"Moto";"-8.0439563";"-34.8824126"
"Motocicleta";"2015-04-13";"Moto";"-8.0634788";"-34.9857581"
"Motocicleta";"2015-04-13";"Moto";"-8.0346051";"-34.8808515"
"Motocicleta";"2015-04-13";"Moto";"-8.0398318";"-34.8847193"
"Motocicleta";"2015-04-14";"Moto";"-8.0192485";"-34.8940185"
"Motocicleta";"2015-04-14";"Moto";"-8.0217185";"-34.9163103"
"Motocicleta";"2015-04-14";"Moto";"-8.027721";"-34.8930287"
"Motocicleta";"2015-04-14";"Moto";"-8.0847981";"-34.9070191"
"Motocicleta";"2015-04-14";"Moto";"-8.0261858";"-34.9110103"
"Motocicleta";"2015-04-14";"Moto";"-8.0294261";"-34.8819029"
"Motocicleta";"2015-04-14";"Moto";"-8.0537588";"-34.9104095"
"Motocicleta";"2015-04-14";"Moto";"-8.1232168";"-34.9120402"
"Motocicleta";"2015-04-15";"Moto";"-8.0523778";"-34.9049163"
"Motocicleta";"2015-04-15";"Moto";"-8.0834809";"-34.9574661"
"Motocicleta";"2015-04-15";"Moto";"-8.1406776";"-34.9290293"
"Motocicleta";"2015-04-15";"Moto";"-8.0468432";"-34.9186814"
"Motocicleta";"2015-04-15";"Moto";"-8.1027386";"-34.9130622"
"Motocicleta";"2015-04-15";"Moto";"-8.0612699";"-34.888872"
"Motocicleta";"2015-04-15";"Moto";"-8.0484818";"-34.9192929"
"Motocicleta";"2015-04-16";"Moto";"-8.1133575";"-34.9044013"
"Motocicleta";"2015-04-16";"Moto";"-8.08545";"-34.8866303"
"Motocicleta";"2015-04-17";"Moto";"-8.1487068";"-34.9140143"
"Motocicleta";"2015-04-17";"Moto";"-8.1337316";"-34.9161279"
"Motocicleta";"2015-04-17";"Moto";"-8.0492732";"-34.8825882"
"Motocicleta";"2015-04-17";"Moto";"-8.0795467";"-34.904345"
"Motocicleta";"2015-04-18";"Moto";"-8.0043056";"-34.8969233"
"Motocicleta";"2015-04-18";"Moto";"-8.1417025";"-34.9035296"
"Motocicleta";"2015-04-18";"Moto";"-8.0662194";"-34.9252903"
"Motocicleta";"2015-04-18";"Moto";"-8.0276227";"-34.928973"
"Motocicleta";"2015-04-18";"Moto";"-8.0920556";"-34.9480623"
"Motocicleta";"2015-04-18";"Moto";"-8.0538093";"-34.8844537"
"Motocicleta";"2015-04-18";"Moto";"-8.0503647";"-34.9410242"
"Motocicleta";"2015-04-18";"Moto";"-8.0224542";"-34.8894963"
"Motocicleta";"2015-04-19";"Moto";"-8.0150254";"-34.8901266"
"Motocicleta";"2015-04-19";"Moto";"-7.9875401";"-34.9288416"
"Motocicleta";"2015-04-19";"Moto";"-8.0515705";"-34.9217176"
"Motocicleta";"2015-04-20";"Moto";"-8.0139033";"-34.9314313"
"Motocicleta";"2015-04-20";"Moto";"-8.0251367";"-34.9081537"
"Motocicleta";"2015-04-20";"Moto";"-8.0792054";"-34.9339646"
"Motocicleta";"2015-04-20";"Moto";"-8.0187823";"-34.8938079"
"Motocicleta";"2015-04-21";"Moto";"-8.1197171";"-34.9010137"
"Motocicleta";"2015-04-22";"Moto";"-8.0314977";"-34.9240297"
"Motocicleta";"2015-04-22";"Moto";"-8.1087318";"-34.9122736"
"Motocicleta";"2015-04-22";"Moto";"-8.1078848";"-34.9267361"
"Motocicleta";"2015-04-23";"Moto";"-8.0526646";"-34.9172544"
"Motocicleta";"2015-04-23";"Moto";"-8.0532489";"-34.8841131"
"Motocicleta";"2015-04-23";"Moto";"-8.1411077";"-34.913553"
"Motocicleta";"2015-04-24";"Moto";"-8.1055268";"-34.9273878"
"Motocicleta";"2015-04-24";"Moto";"-8.0566031";"-34.8973793"
"Motocicleta";"2015-04-25";"Moto";"-8.1202481";"-34.9436527"
"Motocicleta";"2015-04-26";"Moto";"-8.0518626";"-34.9218947"
"Motocicleta";"2015-04-26";"Moto";"-8.0980198";"-34.9101238"
"Motocicleta";"2015-04-26";"Moto";"-8.0016934";"-34.9236703"
"Motocicleta";"2015-04-26";"Moto";"-8.0506622";"-34.939903"
"Motocicleta";"2015-04-27";"Moto";"-8.0446335";"-34.8749024"
"Motocicleta";"2015-04-27";"Moto";"-8.1173804";"-34.8964834"
"Motocicleta";"2015-04-27";"Moto";"-8.0438501";"-34.8880586"
"Motocicleta";"2015-04-27";"Moto";"-8.0517909";"-34.8900032"
"Motocicleta";"2015-04-27";"Moto";"-8.0900454";"-34.9083468"
"Motocicleta";"2015-04-27";"Moto";"-8.0272615";"-34.8982403"
"Motocicleta";"2015-04-27";"Moto";"-8.1252241";"-34.9058121"
"Motocicleta";"2015-04-28";"Moto";"-8.0455498";"-34.9298608"
"Motocicleta";"2015-04-28";"Moto";"-8.0508122";"-34.906535"
"Motocicleta";"2015-04-28";"Moto";"-8.0581009";"-34.9056056"
"Motocicleta";"2015-04-28";"Moto";"-8.0214343";"-34.8864922"
"Motocicleta";"2015-04-28";"Moto";"-8.020352";"-34.9171096"
"Motocicleta";"2015-04-29";"Moto";"-8.0350898";"-34.9090067"
"Motocicleta";"2015-04-30";"Moto";"-8.0601684";"-34.8702152"
"Motocicleta";"2015-04-30";"Moto";"-8.0162007";"-34.93053"
"Motocicleta";"2015-04-30";"Moto";"-8.0860196";"-34.8946166"
"Motocicleta";"2015-04-30";"Moto";"-8.0430719";"-34.9080411"
"Motocicleta";"2015-04-30";"Moto";"-8.0080852";"-34.9092937"
"Pedestre";"2015-04-02";"Pedestre";"-8.1174043";"-34.8964915"
"Pedestre";"2015-04-03";"Pedestre";"-8.1264881";"-34.8997101"
"Pedestre";"2015-04-05";"Pedestre";"-8.060353";"-34.8778501"
"Pedestre";"2015-04-05";"Pedestre";"-8.05007";"-34.9215728"
"Pedestre";"2015-04-07";"Pedestre";"-8.051443";"-34.9532282"
"Pedestre";"2015-04-07";"Pedestre";"-8.0581302";"-34.9067885"
"Pedestre";"2015-04-08";"Pedestre";"-8.0552938";"-34.9003351"
"Pedestre";"2015-04-09";"Pedestre";"-8.0249535";"-34.9170291"
"Pedestre";"2015-04-12";"Pedestre";"-8.1073696";"-34.9232036"
"Pedestre";"2015-04-13";"Pedestre";"-8.0295376";"-34.9257007"
"Pedestre";"2015-04-13";"Pedestre";"-8.0154531";"-34.9067107"
"Pedestre";"2015-04-16";"Pedestre";"-8.0592642";"-34.886865"
"Pedestre";"2015-04-18";"Pedestre";"-8.0611484";"-34.8834305"
"Pedestre";"2015-04-20";"Pedestre";"-8.117845";"-34.8956224"
"Pedestre";"2015-04-24";"Pedestre";"-8.0266373";"-34.8849338"
"Pedestre";"2015-04-28";"Pedestre";"-8.0428329";"-34.9347907"
"Pedestre";"2015-04-30";"Pedestre";"-8.1332112";"-34.9373442"
"Outros";"2015-04-07";"Caminhão";"-8.1112173";"-34.8916367"
"Outros";"2015-04-19";"Caminhão";"-8.067356";"-34.8967651"
"Outros";"2015-04-20";"Caminhão";"-8.0272934";"-34.8964271"
